Time,other,x,y,z
1165030,1063,72,467,952
1165050,1112,65,481,1000
1165070,1024,93,448,916
1165090,1067,108,462,955
1165111,1044,53,455,938
1165131,1087,81,460,982
1165151,1108,85,470,999
1165171,1062,78,468,950
1165191,1077,102,477,960
1165211,1014,91,450,904
1165231,1014,91,450,904
1165252,995,105,442,885
1165272,1007,84,433,905
1165292,1006,109,441,897
1165312,1012,92,440,906
1165332,988,87,448,875
1165352,1041,113,455,929
1165372,986,103,443,875
1165392,1005,108,438,898
1165413,1015,86,438,912
1165433,985,112,424,882
1165453,985,112,424,882
1165473,929,75,411,829
1165493,954,128,412,851
1165513,938,92,416,835
1165533,1007,114,430,903
1165554,1011,135,432,904
1165574,947,109,400,851
1165594,949,98,411,850
1165614,951,84,414,851
1165634,924,112,409,821
1165654,924,119,396,826
1165674,876,112,382,780
1165695,886,131,385,787
1165715,896,109,393,797
1165735,889,96,394,790
1165755,935,120,404,834
1165775,858,105,380,762
1165795,897,109,397,797
1165815,885,114,398,782
1165836,910,128,380,817
1165856,898,103,386,804
1165876,890,107,389,793
1165896,914,103,382,823
1165916,889,95,396,790
1165936,908,113,384,815
1165956,854,118,359,765
1165977,845,101,366,755
1165997,829,91,350,745
1166017,834,82,360,748
1166037,819,79,354,734
1166057,795,115,338,711
1166077,802,85,359,712
1166097,826,108,356,738
1166118,887,107,376,796
1166138,816,82,353,732
1166158,842,82,357,758
1166178,833,96,362,744
1166198,833,96,362,744
1166218,834,114,367,740
1166238,834,92,359,746
1166259,841,104,367,750
1166279,841,104,367,750
1166299,841,91,361,754
1166319,826,86,353,742
1166339,852,87,365,764
1166359,852,87,365,764
1166379,885,81,384,793
1166400,863,98,368,774
1166420,863,98,368,774
1166440,877,69,385,785
1166460,876,104,370,787
1166480,855,73,366,769
1166500,816,78,345,735
1166520,826,86,346,745
1166541,793,71,347,709
1166561,852,95,359,766
1166581,871,101,374,780
1166601,883,92,368,797
1166621,898,95,393,802
1166641,923,86,405,825
1166661,928,93,395,834
1166682,930,103,398,834
1166702,936,109,389,845
1166722,927,102,395,832
1166742,942,86,415,841
1166762,901,97,387,808
1166782,923,84,398,828
1166802,932,98,402,835
1166823,926,107,406,825
1166843,948,70,407,853
1166863,921,96,398,825
1166883,893,101,387,798
1166903,828,49,377,736
1166923,887,84,375,799
1166943,855,73,370,767
1166964,904,84,370,820
1166984,903,98,388,810
1167004,876,101,374,786
1167024,899,69,400,802
1167044,911,66,414,808
1167064,938,84,396,847
1167084,938,84,396,847
1167105,962,94,413,864
1167125,962,94,413,864
1167145,916,74,401,820
1167165,874,58,380,785
1167185,845,93,365,756
1167205,873,64,374,787
1167225,868,94,362,784
1167246,889,89,372,803
1167266,853,70,379,761
1167286,944,90,390,855
1167306,866,61,390,771
1167326,950,79,402,857
1167346,945,67,410,848
1167366,937,78,394,847
1167387,963,96,431,856
1167407,946,95,407,848
1167427,946,95,407,848
1167447,925,82,408,825
1167467,956,71,412,860
1167487,970,100,425,865
1167507,978,106,423,876
1167528,937,104,416,833
1167548,987,97,431,882
1167568,948,93,422,844
1167588,948,93,422,844
1167608,935,95,409,835
1167628,913,127,391,815
1167648,904,89,397,807
1167668,846,61,384,752
1167689,899,100,381,807
1167709,852,65,370,765
1167729,852,65,370,765
1167749,872,86,382,779
1167769,868,69,373,781
1167789,873,49,378,785
1167809,846,77,375,755
1167830,868,60,374,781
1167850,868,60,374,781
1167870,885,74,380,796
1167890,865,45,359,785
1167910,916,75,396,823
1167930,928,65,400,835
1167950,915,61,404,819
1167971,976,64,413,881
1167991,929,69,409,831
1168011,991,64,427,891
1168031,1000,58,444,893
1168051,1051,99,444,947
1168071,1025,80,456,915
1168091,1051,83,464,940
1168112,1048,96,455,939
1168132,1047,50,468,934
1168152,1019,75,440,916
1168172,1002,81,439,897
1168192,1019,81,444,913
1168212,981,81,433,876
1168232,1009,80,441,904
1168253,1009,80,441,904
1168273,1052,98,454,944
1168293,1002,84,432,900
1168313,950,93,407,853
1168333,856,46,386,762
1168353,910,56,402,814
1168373,939,68,417,839
1168394,903,82,381,814
1168414,888,80,384,797
1168434,888,96,398,787
1168454,911,79,390,819
1168474,880,68,396,783
1168494,866,73,365,781
1168514,819,83,355,733
1168535,861,88,366,774
1168555,861,88,366,774
1168575,810,92,346,726
1168595,811,46,360,724
1168615,812,83,348,729
1168635,801,67,358,713
1168655,777,67,331,700
1168676,784,100,329,704
1168696,764,77,332,683
1168716,824,100,336,745
1168736,794,90,353,705
1168756,794,90,353,705
1168776,824,100,359,734
1168796,812,97,348,727
1168817,827,96,353,742
1168837,796,89,358,704
1168857,798,103,347,711
1168877,780,110,347,690
1168897,817,125,367,719
1168917,764,101,342,676
1168937,789,114,344,701
1168958,808,93,346,724
1168978,795,125,353,701
1168998,827,116,359,735
1169018,807,108,363,712
1169038,835,130,357,744
1169058,785,95,375,683
1169078,828,121,362,735
1169099,795,111,344,708
1169119,766,96,350,675
1169139,796,118,342,709
1169159,786,103,360,691
1169179,788,115,350,696
1169199,781,120,358,683
1169219,821,100,350,736
1169240,808,98,361,716
1169260,872,107,385,774
1169280,841,90,364,753
1169300,892,120,396,790
1169320,902,117,399,801
1169340,886,117,395,784
1169360,918,109,406,815
1169381,894,99,405,790
1169401,939,108,408,838
1169421,909,95,411,805
1169441,952,116,384,863
1169461,907,77,404,808
1169481,956,94,423,852
1169501,979,86,424,878
1169522,1018,73,449,911
1169542,1001,95,424,901
1169562,1001,95,424,901
1169582,1006,49,421,912
1169602,1022,96,449,913
1169622,1035,60,441,934
1169642,1013,53,437,913
1169663,1054,112,446,948
1169683,1004,67,439,900
1169703,1054,87,448,950
1169723,1018,79,426,921
1169743,920,68,411,820
1169763,958,66,404,866
1169783,916,52,398,823
1169804,938,62,394,848
1169824,894,47,400,798
1169844,926,68,381,841
1169864,920,72,391,830
1169884,920,72,391,830
1169904,866,68,363,783
1169924,892,63,377,806
1169944,886,51,368,804
1169965,864,83,373,775
1169985,892,99,363,808
1170005,931,98,410,830
1170025,1020,101,436,917
1170045,982,74,437,876
1170065,1053,140,456,939
1170085,1003,85,454,890
1170106,1018,89,464,901
1170126,1082,128,468,967
1170146,1012,125,458,893
1170166,951,120,422,843
1170186,918,92,428,806
1170206,963,72,422,862
1170226,939,64,418,838
1170247,932,93,410,831
1170267,910,113,384,817
1170287,909,81,419,802
1170307,894,109,392,796
1170327,883,81,388,789
1170347,876,70,390,781
1170367,882,100,373,792
1170388,892,96,389,797
1170408,892,96,389,797
1170428,927,117,392,831
1170448,889,80,418,780
1170468,951,104,397,858
1170488,921,109,405,820
1170508,884,89,391,787
1170529,856,89,367,768
1170549,861,90,381,766
1170569,864,79,371,776
1170589,871,93,404,766
1170609,874,84,363,791
1170629,883,98,390,786
1170649,917,95,391,824
1170670,880,69,388,786
1170690,945,89,408,847
1170710,928,77,406,830
1170730,962,96,425,858
1170750,970,108,420,867
1170770,970,108,420,867
1170790,996,100,435,890
1170811,977,91,437,869
1170831,1064,118,445,959
1170851,1070,94,483,950
1170871,1107,112,485,989
1170891,1079,110,474,963
1170911,1085,96,495,961
1170931,1085,105,483,966
1170952,1085,105,483,966
1170972,1093,97,477,979
1170992,1072,130,465,957
1171012,1025,93,450,916
1171032,1057,89,467,944
1171052,1089,104,481,972
1171072,1031,86,475,911
1171093,1069,112,471,953
1171113,1054,110,467,939
1171133,1037,91,461,924
1171153,1058,81,467,946
1171173,1029,77,453,920
1171193,942,72,398,851
1171213,852,74,384,757
1171234,822,81,344,742
1171254,801,58,337,724
1171274,757,56,304,691
1171294,711,43,298,643
1171314,798,61,334,722
1171334,798,61,334,722
1171354,804,75,333,728
1171375,774,27,334,698
1171395,846,46,348,770
1171415,919,53,384,833
1171435,923,39,396,832
1171455,982,74,400,893
1171475,972,64,411,879
1171495,1015,70,437,913
1171516,1053,51,467,942
1171536,1064,61,450,962
1171556,1054,74,455,947
1171576,1084,68,473,973
1171596,1136,69,476,1030
1171616,1142,77,502,1022
1171636,1126,71,480,1016
1171657,1086,70,479,972
1171677,1097,63,479,985
1171697,1077,82,470,965
1171717,1068,72,461,961
1171737,1049,78,450,944
1171757,1048,96,455,939
1171777,1052,62,463,942
1171798,1085,90,473,972
1171818,1083,105,457,975
1171838,1044,66,476,927
1171858,1097,103,468,987
1171878,1044,101,462,930
1171898,1039,89,460,927
1171918,993,102,440,884
1171939,1026,100,457,912
1171959,1039,103,461,925
1171979,1065,130,480,942
1171999,1060,114,459,948
1172019,1064,126,480,941
1172039,1077,124,479,956
1172059,1014,106,470,892
1172080,1073,128,473,955
1172100,994,124,443,881
1172120,991,137,443,876
1172140,986,109,446,872
1172160,977,141,429,866
1172180,949,140,419,839
1172200,899,116,413,790
1172220,974,138,425,866
1172241,932,111,436,816
1172261,951,121,423,844
1172281,921,122,414,813
1172301,912,142,398,808
1172321,890,153,398,781
1172341,893,126,395,791
1172361,903,111,393,805
1172382,938,153,403,833
1172402,889,121,386,791
1172422,902,136,404,795
1172442,944,151,416,833
1172462,901,122,400,798
1172482,960,129,416,855
1172502,960,129,416,855
1172523,918,131,388,821
1172543,888,104,407,782
1172563,907,118,405,803
1172583,951,125,411,849
1172603,987,98,453,872
1172623,1052,114,445,946
1172643,1079,106,466,967
1172664,1122,70,493,1005
1172684,1131,93,513,1004
1172704,1210,78,537,1081
1172724,1208,92,532,1081
1172744,1255,118,545,1125
1172764,1280,94,546,1154
1172784,1287,110,553,1157
1172805,1288,83,567,1153
1172825,1320,70,582,1182
1172845,1413,112,607,1271
1172865,1347,95,590,1207
1172885,1359,135,590,1217
1172905,1352,135,592,1207
1172925,1332,116,585,1190
1172946,1291,88,566,1157
1172966,1241,75,547,1111
1172986,1259,93,531,1137
1173006,1242,100,555,1107
1173026,1254,120,547,1121
1173046,1205,107,539,1072
1173066,1304,84,586,1162
1173087,1356,120,611,1205
1173107,1325,112,576,1188
1173127,1246,107,553,1112
1173147,1288,127,571,1147
1173167,1314,75,599,1167
1173187,1302,94,585,1158
1173207,1276,127,562,1139
1173228,1199,122,541,1063
1173248,1216,113,535,1086
1173268,1181,95,531,1050
1173288,1179,70,507,1062
1173308,1155,51,519,1031
1173328,1191,103,516,1068
1173348,1158,121,515,1030
1173369,1145,115,516,1016
1173389,1170,111,514,1045
1173409,1161,109,519,1032
1173429,1208,89,528,1083
1173449,1171,119,514,1045
1173469,1211,123,527,1083
1173489,1155,127,518,1024
1173510,1203,131,545,1064
1173530,1173,92,540,1038
1173550,1189,137,512,1064
1173570,1143,108,512,1016
1173590,1161,114,513,1034
1173610,1218,127,511,1098
1173630,1095,109,484,976
1173651,1038,104,454,927
1173671,986,102,459,867
1173691,1053,97,453,945
1173711,998,112,431,893
1173731,1025,103,446,917
1173751,1037,89,461,924
1173771,1166,119,508,1043
1173792,1211,76,543,1079
1173812,1239,107,550,1105
1173832,1266,127,567,1124
1173852,1306,127,591,1157
1173872,1322,119,573,1185
1173892,1224,124,545,1089
1173912,1169,90,497,1054
1173933,1106,64,516,976
1173953,1203,94,534,1074
1173973,1188,112,526,1059
1173993,1210,128,535,1077
1174013,1221,117,538,1089
1174033,1257,102,550,1125
1174053,1289,93,572,1151
1174074,1209,97,513,1090
1174094,1189,70,529,1062
1174114,1231,117,534,1102
1174134,1249,122,532,1123
1174154,1165,89,521,1038
1174174,1148,101,492,1032
1174194,1123,91,495,1004
1174215,1116,72,491,1000
1174235,1150,78,482,1041
1174255,1049,80,444,946
1174275,1049,80,444,946
1174295,1029,79,450,922
1174315,1100,83,462,995
1174335,1022,72,435,922
1174356,1022,72,435,922
1174376,1027,74,445,922
1174396,1098,80,458,995
1174416,1079,76,457,974
1174436,1054,87,437,955
1174456,1070,48,461,964
1174476,1055,100,442,952
1174496,1053,80,456,946
1174517,1016,74,429,918
1174537,1044,79,420,953
1174557,967,75,419,868
1174577,1040,96,425,944
1174597,1030,90,433,930
1174617,1030,90,433,930
1174637,1041,87,443,938
1174658,1039,90,455,929
1174678,1054,95,444,951
1174698,1035,115,449,926
1174718,1066,61,454,963
1174738,1059,75,454,953
1174758,1111,102,473,1000
1174778,1059,103,461,948
1174799,1082,104,460,974
1174819,1070,95,459,961
1174839,1070,95,459,961
1174859,1091,74,473,980
1174879,1073,96,451,969
1174899,1058,102,445,954
1174919,1021,81,459,908
1174940,1080,104,461,971
1174960,1063,86,460,955
1174980,1051,96,449,945
1175000,1036,114,439,931
1175020,1005,98,437,899
1175040,1005,98,437,899
1175060,1002,117,429,898
1175081,992,66,423,894
1175101,1022,114,439,916
1175121,1022,114,439,916
1175141,995,110,440,886
1175161,1069,135,453,958
1175181,1001,107,431,897
1175201,1035,104,442,930
1175222,1028,99,449,919
1175242,1026,124,421,928
1175262,992,110,437,884
1175282,992,110,437,884
1175302,1013,104,442,905
1175322,1009,125,440,899
1175342,1042,115,451,932
1175363,1048,127,454,936
1175383,1098,126,471,984
1175403,1060,101,459,949
1175423,1106,104,482,989
1175443,1131,107,499,1009
1175463,1098,136,463,986
1175483,1087,100,488,966
1175504,1093,121,474,977
1175524,1134,123,481,1019
1175544,1044,89,474,926
1175564,1125,113,475,1013
1175584,1100,108,482,983
1175604,1084,110,472,970
1175624,1090,116,483,969
1175645,1096,112,468,984
1175665,1070,108,464,958
1175685,1068,125,466,952
1175705,1084,85,469,974
1175725,1040,126,449,929
1175745,1050,122,458,937
1175765,1011,114,446,900
1175786,1070,108,455,962
1175806,1015,123,439,906
1175826,1020,100,431,919
1175846,1015,99,441,908
1175866,1030,126,431,926
1175886,1022,99,447,914
1175906,1093,128,449,988
1175927,1101,118,455,996
1175947,1057,98,456,948
1175967,1065,112,446,961
1175987,1030,111,442,924
1176007,1030,111,442,924
1176027,1009,112,439,901
1176047,1046,115,451,936
1176068,1031,115,450,920
1176088,1031,133,441,922
1176108,1009,95,435,906
1176128,1031,94,446,924
1176148,1033,83,449,927
1176168,979,90,430,875
1176188,1046,107,443,941
1176209,1016,97,441,909
1176229,1031,99,438,928
1176249,1041,83,449,935
1176269,1040,80,436,940
1176289,1061,84,454,955
1176309,1033,92,446,927
1176329,1042,85,442,939
1176350,1022,86,442,917
1176370,1033,88,441,929
1176390,1033,88,441,929
1176410,1050,73,447,948
1176430,1017,91,430,917
1176450,1030,64,437,930
1176470,1016,77,443,911
1176491,1059,98,435,961
1176511,1010,62,443,906
1176531,1029,89,434,928
1176551,1083,104,454,977
1176571,1035,87,427,939
1176591,1035,80,452,927
1176611,1051,69,448,948
1176632,1051,69,448,948
1176652,1048,100,440,945
1176672,1036,79,430,939
1176692,1027,90,430,928
1176712,1060,104,433,962
1176732,961,60,410,866
1176752,1014,71,425,918
1176772,1014,71,425,918
1176793,960,100,396,868
1176813,947,84,403,852
1176833,922,104,375,835
1176853,977,82,393,890
1176873,902,57,394,809
1176893,935,82,382,849
1176913,943,85,405,847
1176934,971,87,397,881
1176954,969,86,422,867
1176974,1011,87,427,912
1176994,976,75,419,878
1177014,963,118,408,864
1177034,980,77,418,882
1177054,980,113,411,882
1177075,971,101,416,872
1177095,928,78,431,818
1177115,1007,105,422,908
1177135,963,100,430,856
1177155,996,121,427,891
1177175,971,106,431,863
1177195,973,126,416,871
1177216,971,113,424,866
1177236,942,107,423,835
1177256,968,106,420,865
1177276,922,136,402,818
1177296,921,100,410,818
1177316,892,109,402,788
1177336,938,124,397,841
1177357,850,119,387,747
1177377,913,121,382,820
1177397,865,104,392,763
1177417,885,141,364,794
1177437,865,98,399,761
1177457,897,134,378,802
1177477,925,128,378,834
1177498,841,127,374,742
1177518,884,123,383,787
1177538,862,113,381,765
1177558,864,117,367,774
1177578,833,129,369,735
1177598,849,86,361,763
1177618,888,120,385,791
1177639,929,156,397,825
1177659,912,88,407,811
1177679,905,129,391,805
1177699,945,107,410,844
1177719,912,94,400,815
1177739,968,109,410,869
1177759,917,115,381,826
1177780,947,97,403,852
1177800,959,102,430,850
1177820,1015,113,441,907
1177840,1018,104,453,905
1177860,1039,102,455,928
1177880,1062,99,463,950
1177900,1096,95,471,984
1177921,1103,94,466,995
1177941,1084,106,455,978
1177961,1138,86,487,1025
1177981,1074,112,461,963
1178001,1127,105,485,1012
1178021,1062,54,483,944
1178041,1085,128,447,980
1178062,1037,88,452,929
1178082,1006,93,428,905
1178102,1006,93,428,905
1178122,909,87,389,817
1178142,938,92,398,844
1178162,883,110,373,793
1178182,882,100,369,794
1178203,831,91,361,743
1178223,800,85,334,721
1178243,757,65,324,680
1178263,784,100,327,706
1178283,718,83,309,642
1178303,776,101,321,699
1178323,789,72,336,710
1178344,787,97,331,707
1178364,866,83,376,775
1178384,838,81,354,755
1178404,862,92,340,787
1178424,836,66,368,748
1178444,871,85,355,790
1178464,847,90,351,765
1178485,847,90,351,765
1178505,823,83,350,740
1178525,868,62,364,785
1178545,885,74,382,794
1178565,858,113,346,776
1178585,881,77,364,799
1178605,860,91,354,779
1178626,878,77,368,793
1178646,882,20,392,790
1178666,918,74,381,832
1178686,913,78,400,817
1178706,944,81,412,845
1178726,1014,83,443,908
1178746,1045,60,448,942
1178767,1121,70,483,1009
1178787,1075,81,464,966
1178807,1075,81,464,966
1178827,1086,72,468,977
1178847,1046,80,454,938
1178867,1061,86,462,951
1178887,1106,72,471,998
1178908,1129,83,491,1014
1178928,1110,90,476,999
1178948,1151,67,498,1035
1178968,1191,95,527,1064
1178988,1213,90,527,1089
1179008,1141,77,522,1011
1179028,1195,126,486,1084
1179049,1124,81,493,1007
1179069,1114,84,486,999
1179089,1112,86,470,1004
1179109,1059,87,461,949
1179129,1076,95,469,964
1179149,1052,88,466,939
1179169,1060,98,444,957
1179190,1022,107,441,915
1179210,1003,101,433,898
1179230,986,89,428,883
1179250,967,103,398,875
1179270,942,74,423,838
1179290,948,104,405,851
1179310,962,105,415,862
1179331,975,128,402,879
1179351,934,86,411,834
1179371,904,83,387,812
1179391,922,94,385,832
1179411,882,48,410,779
1179431,906,110,370,820
1179451,843,103,367,751
1179471,840,107,348,756
1179492,889,106,395,789
1179512,872,93,366,786
1179532,865,76,371,777
1179552,860,106,378,765
1179572,887,108,389,790
1179592,951,131,414,846
1179612,920,100,416,815
1179633,893,120,396,791
1179653,895,135,385,796
1179673,845,97,371,753
1179693,875,118,376,781
1179713,842,90,367,752
1179733,841,123,370,745
1179753,890,113,404,785
1179774,899,158,380,799
1179794,922,147,401,817
1179814,856,109,411,743
1179834,922,110,391,827
1179854,917,78,416,813
1179874,921,97,394,827
1179894,897,106,390,801
1179915,897,106,390,801
1179935,946,103,409,847
1179955,950,130,417,843
1179975,936,85,401,841
1179995,916,96,400,818
1180015,944,91,393,853
1180035,920,63,415,819
1180056,976,78,414,880
1180076,960,67,415,863
1180096,952,94,404,857
1180116,960,95,426,855
1180136,938,90,397,844
1180156,901,51,393,809
1180176,886,34,375,802
1180197,913,7,385,827
1180217,920,41,389,832
1180237,947,75,393,858
1180257,927,78,405,830
1180277,951,60,401,859
1180297,970,49,422,871
1180317,1009,31,427,913
1180338,980,24,408,891
1180358,937,59,386,851
1180378,966,43,404,876
1180398,966,20,431,864
1180418,1032,76,421,939
1180438,973,54,417,878
1180458,973,54,417,878
1180479,997,60,423,901
1180499,969,51,393,884
1180519,940,30,404,847
1180539,927,48,398,836
1180559,979,55,403,891
1180579,940,76,415,839
1180599,950,85,399,858
1180620,935,80,401,841
1180640,968,78,400,878
1180660,956,49,414,860
1180680,989,72,414,895
1180700,949,68,411,853
1180720,920,116,389,825
1180740,927,77,405,830
1180761,927,77,405,830
1180781,961,82,400,870
1180801,943,81,404,848
1180821,953,92,391,864
1180841,920,81,403,823
1180861,931,89,418,828
1180881,951,92,418,849
1180902,951,92,418,849
1180922,964,105,421,861
1180942,974,102,425,870
1180962,1037,98,459,925
1180982,1015,124,445,904
1181002,990,72,445,881
1181022,1005,104,452,891
1181043,1038,128,448,928
1181063,988,104,440,879
1181083,1029,124,448,918
1181103,1015,130,446,903
1181123,949,121,411,847
1181143,965,104,450,847
1181163,983,98,432,877
1181184,1025,111,454,912
1181204,1038,116,459,923
1181224,988,144,425,880
1181244,988,144,425,880
1181264,929,94,410,828
1181284,939,118,411,836
1181304,895,90,393,799
1181325,875,104,380,782
1181345,864,143,357,773
1181365,870,101,383,775
1181385,904,113,393,806
1181405,902,99,399,803
1181425,902,99,399,803
1181445,926,102,402,828
1181466,912,88,402,813
1181486,933,97,405,835
1181506,947,86,415,846
1181526,923,103,387,831
1181546,911,111,415,803
1181566,931,117,409,828
1181586,903,95,395,807
1181607,903,95,395,807
1181627,888,85,383,797
1181647,898,84,396,802
1181667,938,98,393,846
1181687,917,119,385,823
1181707,917,119,385,823
1181727,940,90,425,833
1181747,915,114,391,819
1181768,908,91,394,813
1181788,896,87,394,799
1181808,944,104,398,850
1181828,905,76,394,811
1181848,900,89,388,807
1181868,898,80,398,801
1181888,907,65,392,815
1181909,915,95,389,823
1181929,894,82,378,806
1181949,876,64,368,792
1181969,876,64,368,792
1181989,887,49,369,805
1182009,863,61,364,780
1182029,871,96,369,783
1182050,876,71,354,799
1182070,894,74,373,809
1182090,894,74,373,809
1182110,866,62,343,792
1182130,889,48,385,800
1182150,935,82,390,846
1182170,935,82,390,846
1182191,962,68,420,863
1182211,1022,76,435,921
1182231,1064,83,457,957
1182251,1122,75,476,1014
1182271,1120,85,491,1002
1182291,1163,69,506,1045
1182311,1183,107,513,1060
1182332,1182,82,510,1063
1182352,1149,77,508,1028
1182372,1103,112,464,995
1182392,1031,79,454,921
1182412,1054,79,454,947
1182432,1087,88,476,973
1182452,1073,88,458,966
1182473,1067,82,475,951
1182493,1135,105,515,1006
1182513,1153,106,516,1025
1182533,1168,102,526,1038
1182553,1152,116,495,1034
1182573,1141,126,492,1022
1182593,1117,107,484,1001
1182614,1097,116,479,980
1182634,1058,93,471,943
1182654,1058,93,471,943
1182674,1070,124,461,958
1182694,1040,129,459,924
1182714,1049,137,450,938
1182734,1058,140,460,943
1182755,1039,97,468,922
1182775,1021,113,444,912
1182795,1005,104,451,892
1182815,1009,124,438,900
1182835,1018,147,446,903
1182855,996,142,421,891
1182875,979,118,433,869
1182896,935,107,426,825
1182916,943,121,401,845
1182936,928,135,403,824
1182956,901,143,384,802
1182976,910,120,390,813
1182996,899,119,390,801
1183016,857,131,373,759
1183037,823,123,354,733
1183057,852,110,389,750
1183077,870,117,374,777
1183097,888,104,382,795
1183117,934,107,415,829
1183137,916,151,389,815
1183157,922,102,407,820
1183178,1026,125,444,916
1183198,1087,118,479,968
1183218,1064,126,461,950
1183238,1086,153,477,963
1183258,1036,138,464,916
1183278,1071,113,472,955
1183298,1096,111,483,978
1183319,1063,133,462,948
1183339,1022,128,447,910
1183379,1022,128,447,910
1183399,971,107,434,862
1183419,971,79,435,865
1183439,979,96,427,876
1183460,1019,103,458,904
1183480,1011,127,423,910
1183500,925,129,373,836
1183520,887,82,385,795
1183540,870,77,357,789
1183560,852,56,374,763
1183580,943,74,395,853
1183601,988,97,410,893
1183621,983,125,411,884
1183641,1061,136,454,949
1183661,1061,96,453,955
1183681,1023,61,435,923
1183701,1066,64,456,961
1183721,1094,79,439,998
1183742,1054,103,444,950
1183762,1017,118,423,917
1183782,1018,49,455,909
1183802,1076,53,475,964
1183822,1119,69,476,1010
1183842,1084,98,445,983
1183862,1092,78,445,993
1183883,1060,42,463,952
1183903,1081,77,433,987
1183923,1062,38,469,952
1183943,1055,91,435,956
1183963,995,82,423,897
1183983,1018,85,441,914
1184003,1065,67,454,960
1184023,1067,71,440,969
1184044,1025,59,426,930
1184064,1021,84,441,917
1184084,1053,68,444,952
1184104,1050,95,454,942
1184124,1056,102,443,953
1184144,1020,80,426,923
1184164,1020,80,426,923
1184185,1007,77,430,907
1184205,994,78,427,895
1184225,1013,77,427,916
1184245,1014,93,428,915
1184265,1034,97,438,932
1184285,1040,77,451,934
1184305,1036,93,429,938
1184326,1012,80,439,908
1184346,1012,80,439,908
1184366,1049,90,449,944
1184386,1040,96,449,934
1184406,1093,88,473,982
1184426,1103,107,477,989
1184446,1088,82,470,978
1184467,1073,108,464,962
1184487,1089,90,468,979
1184507,1031,73,450,925
1184527,1057,92,439,957
1184547,1068,99,460,958
1184567,1068,99,460,958
1184587,1140,108,489,1023
1184608,1103,84,485,986
1184628,1208,107,527,1081
1184648,1212,121,525,1086
1184668,1112,117,472,999
1184688,1095,118,483,975
1184708,1050,107,452,942
1184728,1049,118,467,931
1184749,985,130,424,879
1184769,907,102,395,810
1184789,886,104,389,790
1184809,951,105,417,849
1184829,910,95,391,816
1184849,931,94,392,839
1184869,868,88,372,779
1184890,893,112,361,809
1184910,843,81,381,747
1184930,882,83,371,796
1184950,900,69,376,814
1184970,881,86,384,788
1184990,950,116,399,854
1185010,924,107,390,831
1185031,924,107,390,831
1185051,897,105,373,809
1185071,930,72,401,836
1185091,925,84,396,832
1185111,930,129,399,830
1185131,917,98,408,815
1185151,950,122,406,850
1185172,965,104,420,862
1185192,961,81,418,861
1185212,1032,82,443,929
1185232,983,91,426,881
1185252,1002,94,428,901
1185272,1003,80,446,895
1185292,1000,88,427,900
1185313,996,64,434,894
1185333,1002,72,427,904
1185353,987,75,408,895
1185373,986,80,424,886
1185393,969,68,409,876
1185413,979,68,421,881
1185433,1028,57,445,924
1185454,1061,109,446,956
1185474,1061,109,446,956
1185494,984,75,426,884
1185514,1014,108,412,920
1185534,1010,61,459,898
1185554,1061,94,456,953
1185574,1051,107,440,949
1185595,971,126,414,869
1185615,1003,134,442,890
1185635,998,112,440,889
1185655,996,91,446,886
1185675,1007,86,436,904
1185695,1005,92,426,906
1185715,990,141,431,880
1185736,995,123,429,889
1185756,991,97,431,886
1185776,1020,93,454,909
1185796,985,80,449,873
1185816,1010,101,443,901
1185836,1025,102,456,912
1185856,994,118,423,891
1185877,969,102,424,865
1185897,926,73,413,825
1185917,923,80,400,827
1185937,910,66,391,819
1185957,910,66,391,819
1185977,917,79,393,824
1185997,917,79,393,824
1186018,916,93,387,825
1186038,930,100,401,833
1186058,949,51,412,853
1186078,949,82,397,858
1186098,928,72,393,837
1186118,905,66,392,813
1186138,918,84,388,827
1186159,885,65,380,796
1186179,920,72,386,831
1186199,920,72,386,831
1186219,945,89,390,857
1186239,975,77,416,879
1186259,990,73,426,891
1186279,1043,69,442,942
1186299,1047,73,462,937
1186320,1060,85,459,951
1186340,1050,96,453,943
1186360,1052,83,453,946
1186380,1081,89,464,972
1186400,1084,83,475,971
1186420,1083,89,459,977
1186440,1040,96,444,936
1186461,1078,57,474,966
1186481,1122,105,472,1012
1186501,1123,81,495,1005
1186521,1084,80,486,965
1186541,1132,113,484,1017
1186561,1095,86,479,980
1186581,1095,86,479,980
1186602,1102,99,482,986
1186622,1047,81,448,943
1186642,1036,98,456,925
1186662,1027,102,442,922
1186682,1038,96,446,933
1186702,1056,115,460,944
1186722,1032,111,445,924
1186743,996,86,438,891
1186763,1010,83,440,905
1186783,1007,99,431,905
1186823,1007,99,431,905
1186843,966,100,417,866
1186863,993,46,446,886
1186884,973,89,417,875
1186904,983,98,406,890
1186924,933,80,393,843
1186944,947,87,394,857
1186964,898,74,384,809
1186984,845,59,353,765
1187004,894,56,381,807
1187025,884,76,371,799
1187045,889,94,372,802
1187065,864,84,359,781
1187085,840,67,354,758
1187105,885,79,382,795
1187125,909,86,370,825
1187145,871,82,369,785
1187166,880,92,370,793
1187186,846,79,361,760
1187206,889,76,381,800
1187226,977,82,423,877
1187246,984,103,417,885
1187266,1026,101,445,919
1187286,1026,101,445,919
1187307,1068,129,450,959
1187327,1014,92,444,907
1187347,1006,105,436,900
1187367,992,112,436,883
1187387,954,82,420,852
1187407,957,127,418,851
1187427,890,120,388,792
1187448,856,82,380,762
1187468,876,101,383,781
1187488,898,88,394,802
1187508,910,104,393,814
